country,lead_time,total_of_special_requests,agent,required_car_parking_spaces,customer_type,stays_in_weekend_nights,stays_in_week_nights,booking_changes,record_count,arrival_date_week_number,adr
PRT,49,0,None / Unknown,0,Transient-Party,2,2,0,1,10,66.0
ESP,17,1,9,0,Transient,0,3,0,1,27,151.0
FRA,16,0,89,0,Transient,2,3,0,1,52,70.72
PRT,13,1,196,0,Transient-Party,2,2,0,1,15,115.0
CHE,224,0,9,0,Transient,1,1,0,1,29,89.1
PRT,11,0,146,0,Transient,0,2,0,1,18,45.0
AGO,13,0,9,0,Transient,2,4,0,1,6,79.0
PRT,2,1,52,0,Transient,1,2,0,1,18,95.0
IRL,156,0,434,0,Transient-Party,2,5,0,1,19,90.0
DEU,59,0,9,0,Transient,0,2,0,1,20,126.9
DEU,71,0,240,0,Transient,2,7,0,2,40,92.89
ESP,327,1,240,0,Transient,2,1,0,1,32,153.75
DEU,8,0,14,0,Transient,0,1,0,1,11,153.0
BRA,2,0,9,0,Transient,0,1,0,1,7,79.0
GBR,19,0,314,0,Transient,2,5,0,1,1,38.4
HUN,194,1,240,0,Transient,0,5,0,1,33,160.0
DEU,53,1,9,0,Transient,2,4,0,3,47,88.4
ESP,110,0,240,1,Transient,2,3,0,1,37,98.0
PRT,5,1,None / Unknown,0,Transient,0,1,0,1,43,42.0
BEL,27,4,14,0,Transient,2,3,1,1,28,211.0
ESP,42,0,9,0,Transient,2,2,0,4,13,113.6
PRT,71,0,132,0,Transient,0,4,0,1,13,94.0
PRT,75,3,83,0,Transient,1,2,2,1,46,157.25
PRT,7,0,None / Unknown,0,Transient,1,0,0,1,16,83.0
NLD,98,0,83,0,Transient,2,1,0,1,23,115.2
IRL,1,0,92,0,Transient-Party,0,2,0,1,40,85.0
GBR,184,0,9,0,Transient,2,2,0,2,34,126.0
DNK,142,1,9,0,Transient,0,3,0,1,24,109.2
PRT,1,1,9,0,Transient,0,0,1,1,5,0.0
SWE,167,1,8,0,Transient,1,2,0,1,21,119.7
FRA,52,0,464,0,Transient,2,5,0,2,13,48.0
GBR,5,0,15,0,Transient,2,0,0,1,39,123.7
ITA,9,0,9,0,Transient,1,3,0,1,5,70.4
PRT,1,3,240,1,Transient,0,1,1,1,50,79.0
FRA,6,0,None / Unknown,0,Transient,0,4,0,1,44,110.0
FRA,23,1,7,0,Transient,2,5,0,1,4,49.74
FRA,7,0,28,0,Contract,1,4,0,1,8,68.0
IRL,136,3,250,0,Transient,2,8,1,1,32,181.9
FRA,122,1,85,0,Transient,2,5,0,1,32,111.6
PRT,1,0,148,0,Transient,0,1,0,1,48,88.0
FRA,44,0,240,0,Transient,2,0,0,1,48,36.45
PRT,118,0,240,0,Transient,2,6,0,1,35,186.13
CHE,1,0,240,0,Transient,0,1,0,1,20,139.0
DEU,241,0,9,0,Transient,0,3,0,4,10,84.6
PRT,1,0,None / Unknown,0,Transient,0,3,0,1,46,47.0
FRA,137,0,14,0,Transient,1,2,0,1,7,102.0
PRT,16,0,28,0,Transient,0,2,0,1,48,89.0
GBR,7,1,240,0,Transient-Party,0,2,0,1,15,90.0
ITA,84,0,None / Unknown,0,Transient,1,5,0,1,16,74.6
PRT,13,0,240,0,Transient,0,2,0,1,2,48.0
BRA,1,0,240,1,Transient-Party,1,0,0,1,45,60.0
IRL,24,0,9,0,Transient,0,2,0,1,27,250.0
PRT,65,0,None / Unknown,0,Transient-Party,0,2,1,2,2,75.0
GNB,1,0,None / Unknown,0,Transient,2,6,0,1,10,75.65
GBR,55,1,240,0,Transient,0,4,1,1,18,8.0
PRT,12,0,250,0,Transient,0,1,0,1,37,149.1
ESP,2,2,240,0,Transient,0,1,0,1,47,60.0
GBR,9,0,9,0,Transient,8,19,0,1,5,99.29
NLD,134,0,9,0,Transient,1,0,0,1,27,107.1
PRT,1,1,9,1,Contract,0,2,0,1,32,162.0
GBR,35,1,7,0,Transient,2,0,0,1,8,61.6
GBR,198,1,9,0,Transient,0,4,0,1,28,0.0
PRT,7,1,240,0,Transient-Party,0,1,1,1,15,105.0
USA,2,0,240,0,Transient,2,2,0,1,33,242.5
ESP,6,0,14,0,Transient,0,1,0,1,17,185.0
GBR,334,2,40,0,Transient,3,7,0,1,20,64.1
ITA,147,1,9,0,Transient,2,5,0,1,33,138.55
GBR,228,1,241,0,Transient,2,5,0,1,37,87.59
GBR,248,0,243,0,Contract,4,10,0,1,26,72.91
GIB,74,0,9,0,Transient,1,2,2,1,6,168.0
ESP,57,2,14,0,Transient,0,3,0,1,53,104.17
PRT,1,0,14,1,Transient,0,1,0,1,30,196.0
BEL,187,3,9,0,Transient,2,1,0,2,21,159.9
AUT,40,0,9,0,Transient-Party,2,5,0,1,36,127.16
FRA,116,1,9,0,Transient,2,4,0,1,33,125.0
PRT,36,1,9,0,Transient,0,2,0,1,46,96.3
BRA,58,0,9,0,Transient,1,3,0,1,20,109.65
ARE,138,0,9,0,Transient,0,2,0,1,34,142.2
BEL,116,1,9,0,Transient,1,3,0,1,18,101.58
PRT,49,0,171,0,Transient,0,5,0,1,12,50.0
PRT,2,0,None / Unknown,0,Transient,0,1,0,3,29,147.9
BEL,183,1,9,0,Transient,0,4,1,1,15,103.05
COL,60,2,9,0,Transient,0,1,0,1,28,152.1
GBR,54,2,240,0,Transient,1,2,0,1,15,90.0
PRT,163,1,240,0,Transient,1,0,1,1,20,65.0
ESP,6,0,240,0,Transient,0,2,0,1,4,48.0
PRT,12,0,99,0,Transient-Party,0,4,0,1,42,0.0
FRA,179,1,8,0,Transient,2,2,0,3,20,116.33
GBR,101,0,240,0,Transient,2,4,0,1,40,116.5
ESP,5,0,250,1,Transient,1,0,0,1,18,77.0
PRT,8,1,9,0,Transient,0,2,0,1,9,81.0
ESP,77,0,9,0,Transient,0,1,0,1,48,86.4
PRT,35,0,None / Unknown,0,Transient,0,2,1,1,9,38.0
PRT,9,2,240,0,Transient,2,5,0,1,34,210.0
DEU,133,1,None / Unknown,0,Transient-Party,0,5,0,1,11,80.0
MEX,1,1,None / Unknown,0,Transient,0,0,0,1,14,0.0
USA,48,1,8,0,Transient,0,1,2,1,28,140.0
AUS,38,0,314,1,Transient,0,1,0,1,33,195.2
PRT,26,0,146,0,Transient,0,1,3,1,21,45.0
USA,59,0,9,0,Transient,1,2,0,2,27,101.1
ITA,108,0,9,0,Transient,2,1,0,1,16,175.5
ESP,1,1,241,1,Transient,1,0,0,1,46,59.9
PRT,28,0,14,0,Transient,0,1,0,1,20,279.0
DEU,31,0,6,0,Transient-Party,1,2,0,1,38,75.0
IRL,12,2,9,0,Transient,0,3,0,1,3,92.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,3,34,124.0
PRT,3,0,85,0,Transient,0,3,0,1,47,64.0
PRT,8,0,None / Unknown,0,Transient,0,1,0,1,6,30.0
PRT,33,0,37,0,Transient,1,1,1,1,41,147.6
ZAF,79,1,7,0,Transient,1,5,0,1,15,67.85
PRT,1,0,240,0,Group,0,1,0,1,38,58.5
IRN,1,1,9,0,Transient,0,3,0,1,51,78.0
IRL,157,0,9,0,Transient,0,3,0,1,31,125.0
GBR,221,1,9,0,Transient,1,3,1,1,19,138.6
FRA,10,2,9,1,Contract,0,2,0,1,34,90.0
PRT,151,0,181,0,Transient,2,5,4,1,30,152.2
CHE,41,1,9,0,Transient,1,1,0,1,22,131.4
HUN,9,2,9,0,Transient,1,0,0,1,18,150.0
GBR,22,0,28,0,Transient,0,1,0,1,23,89.0
FRA,68,0,None / Unknown,1,Transient-Party,0,2,0,1,31,111.25
TUR,1,0,9,0,Transient,0,3,1,1,2,87.27
CHE,1,0,None / Unknown,0,Transient,1,1,0,1,5,100.0
FRA,168,2,9,0,Transient,2,5,2,1,30,126.41
GBR,156,0,143,0,Contract,2,5,0,1,43,55.0
PRT,1,0,240,1,Transient,0,1,0,1,11,84.0
ISR,188,2,9,0,Transient,2,0,2,1,26,137.75
FRA,76,1,9,0,Transient,2,1,0,1,9,80.3
PRT,15,2,9,0,Transient,0,2,0,1,41,170.0
CHL,26,1,9,0,Transient,0,3,0,1,12,91.0
ITA,26,1,None / Unknown,0,Transient-Party,0,5,0,1,11,80.0
PRT,2,0,None / Unknown,1,Transient,0,1,1,1,4,35.6
PRT,208,1,240,0,Transient,2,6,0,1,36,123.0
SAU,19,1,9,0,Transient,1,0,0,1,29,210.0
DEU,35,0,39,0,Transient-Party,0,4,1,1,19,140.0
PRT,8,0,None / Unknown,1,Transient,0,1,0,1,22,67.0
BEL,14,2,8,0,Transient,0,1,0,1,29,150.0
LUX,176,0,9,0,Transient,2,2,0,1,29,235.0
PRT,32,2,240,0,Transient,2,3,0,1,35,135.2
PRT,187,1,242,0,Transient,0,2,0,1,53,86.16
CHE,1,2,None / Unknown,0,Transient,1,2,0,1,27,0.0
ITA,70,0,240,1,Transient,0,3,0,1,46,66.0
HKG,77,0,9,0,Transient,0,2,0,2,25,116.1
CHN,47,1,9,0,Transient,0,4,0,1,40,130.61
BRA,54,0,9,0,Transient,0,2,0,1,10,87.3
FRA,3,1,240,0,Transient,0,2,0,1,10,65.0
ITA,220,0,251,0,Transient-Party,1,0,1,1,35,128.7
DEU,179,0,22,0,Transient,2,5,0,1,38,80.75
BRA,65,0,9,0,Transient-Party,0,1,0,2,17,118.8
USA,116,0,9,0,Transient,2,5,0,1,32,145.41
ESP,141,0,240,0,Transient,1,4,0,2,15,75.0
PRT,2,2,240,0,Transient,1,1,0,1,17,122.0
GBR,154,1,240,0,Transient,4,7,0,1,27,176.18
FRA,3,0,85,0,Transient,1,0,0,1,10,78.4
PRT,253,0,7,0,Transient,2,1,0,1,44,65.83
PRT,172,0,15,0,Transient,2,5,0,1,28,163.53
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,49,43.0
GBR,14,0,467,0,Transient,0,1,0,1,6,38.4
ESP,32,2,9,0,Transient,0,2,0,1,10,105.4
GBR,184,1,9,0,Transient,1,5,0,1,31,175.5
PRT,2,0,314,0,Transient,1,0,0,1,3,25.0
GBR,58,2,9,0,Transient,2,3,0,1,53,178.56
PRT,140,1,9,0,Transient,0,1,0,2,33,195.0
FRA,5,1,240,0,Transient,0,1,1,1,3,39.0
GBR,195,2,468,0,Transient,0,3,0,1,10,26.64
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,9,71.0
DEU,106,2,14,0,Transient,2,3,2,1,16,126.88
FRA,8,0,14,0,Transient,0,2,0,1,45,90.0
PRT,188,1,40,0,Contract,2,5,0,1,31,113.05
DEU,234,0,9,0,Transient,0,4,0,1,36,80.75
ITA,103,0,9,0,Transient,0,1,0,1,50,126.0
SWE,116,1,8,0,Transient,0,4,0,2,17,121.5
PRT,23,1,9,0,Transient,2,1,0,1,22,160.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,2,1,44.0
PRT,75,0,6,0,Transient,1,2,0,1,30,0.0
AUT,164,0,42,0,Transient,2,2,0,1,26,75.6
PRT,44,0,1,0,Transient-Party,2,1,1,1,34,63.0
PRT,6,3,None / Unknown,0,Transient,0,3,0,1,35,65.0
SWE,228,2,9,0,Transient-Party,2,4,0,1,41,115.6
PRT,27,0,64,0,Transient,0,2,0,22,40,108.0
KAZ,43,1,240,0,Transient,3,7,0,1,22,223.0
PRT,228,1,240,0,Transient,1,4,0,1,22,52.2
PRT,1,0,9,0,Transient,0,1,0,1,32,90.0
PRT,129,0,181,0,Transient-Party,2,5,0,1,33,205.6
GBR,40,0,115,0,Transient-Party,1,3,0,1,12,35.24
ESP,59,1,240,0,Transient,2,4,1,1,33,329.0
BRA,3,1,241,1,Transient,2,1,0,1,33,211.49
PRT,2,0,None / Unknown,0,Transient,0,1,0,1,9,30.0
PRT,5,1,None / Unknown,0,Transient,0,1,0,1,11,65.0
LUX,154,0,327,0,Transient,1,2,0,1,29,64.8
DEU,33,1,240,0,Transient,2,5,0,1,47,41.53
FRA,80,1,9,0,Transient,0,1,0,1,16,85.5
BEL,164,1,7,0,Transient,0,4,0,1,34,125.08
ESP,306,1,240,0,Transient,0,2,0,1,32,185.4
GBR,27,1,40,0,Contract,2,2,0,1,16,40.94
PRT,111,0,134,0,Transient,2,7,2,1,9,60.0
PRT,1,0,None / Unknown,0,Transient,0,3,0,2,7,79.0
PRT,8,0,8,0,Transient,0,1,0,2,44,40.0
PRT,1,0,14,0,Transient,0,1,0,1,51,98.0
ESP,13,2,9,0,Transient,0,1,0,1,45,112.0
BRA,81,1,9,0,Transient,0,1,0,1,10,79.2
LTU,20,1,9,0,Transient,1,1,0,1,24,149.0
CHE,266,2,240,0,Transient,0,2,0,1,30,97.2
AZE,55,0,9,0,Transient,2,2,0,2,11,91.8
PRT,1,1,None / Unknown,0,Transient,0,2,1,1,6,35.0
GBR,23,1,9,0,Transient,0,3,0,1,9,88.0
DEU,71,1,9,0,Transient,1,3,0,1,23,119.85
FRA,80,0,None / Unknown,0,Transient,3,8,1,1,28,73.0
PRT,1,1,None / Unknown,1,Transient-Party,0,1,0,1,10,37.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,4,30.0
PRT,32,0,None / Unknown,0,Transient,0,1,1,1,7,70.2
ROU,191,0,9,0,Transient,0,1,1,1,48,71.1
PRT,275,0,44,0,Transient,1,4,0,25,41,90.0
IRL,174,0,240,0,Transient,2,5,0,1,38,161.86
POL,84,0,9,0,Transient,1,3,1,1,34,131.4
PRT,1,0,None / Unknown,0,Transient,1,0,0,1,42,47.0
GBR,1,1,None / Unknown,0,Transient,0,2,1,1,14,0.0
PRT,54,0,21,0,Transient-Party,2,2,0,1,43,72.0
PRT,132,0,22,0,Transient,0,3,0,1,29,72.25
PRT,84,1,261,0,Transient,4,10,0,1,33,107.0
USA,1,0,306,0,Transient,0,1,0,1,35,167.09
PRT,82,3,240,0,Transient,2,5,0,1,30,152.43
CN,22,0,241,1,Transient,2,1,0,1,25,122.67
PRT,4,1,45,0,Transient,0,2,1,1,42,0.0
URY,5,0,None / Unknown,0,Transient-Party,0,2,1,1,22,100.0
GBR,177,0,175,0,Transient,3,7,0,1,26,79.2
GBR,305,0,240,0,Transient,2,5,0,1,21,120.0
PRT,9,0,6,0,Transient,0,2,0,1,7,29.0
GBR,35,1,7,0,Transient,0,4,0,1,40,92.33
PRT,82,0,None / Unknown,0,Transient-Party,2,2,1,1,43,75.0
PRT,1,1,241,0,Transient,0,1,0,1,13,38.77
PRT,8,1,None / Unknown,0,Transient,0,1,0,1,31,65.0
PRT,4,0,330,0,Transient,0,1,0,1,19,60.0
DEU,1,0,16,0,Transient,1,2,0,1,36,66.13
ROU,218,1,240,0,Transient-Party,0,2,1,1,18,54.0
PRT,1,0,None / Unknown,0,Transient,1,0,0,1,16,70.0
AGO,2,1,9,0,Transient,4,5,0,1,49,76.12
AGO,1,1,None / Unknown,0,Transient,1,4,0,1,9,103.2
PRT,9,1,9,0,Transient,0,0,0,1,13,0.0
PRT,53,1,240,0,Transient,2,2,1,1,38,159.75
IRL,103,0,9,0,Transient,2,3,0,1,43,126.72
ESP,36,1,9,0,Transient,1,2,0,1,11,114.3
BRA,127,1,9,0,Transient,2,1,0,1,46,79.2
ESP,282,0,9,0,Transient,1,3,0,1,53,115.6
ZAF,43,0,14,0,Transient,0,1,0,1,19,134.1
GBR,451,1,229,0,Transient-Party,0,3,0,1,28,112.67
GBR,20,1,9,0,Transient,0,2,0,1,2,79.5
PRT,230,0,240,0,Transient,2,5,0,1,37,155.0
PRT,7,1,None / Unknown,1,Transient,0,1,0,1,46,67.0
PRT,7,0,None / Unknown,0,Transient,0,1,0,1,5,30.0
GBR,164,1,241,0,Transient,2,6,0,1,30,128.18
PRT,18,0,None / Unknown,0,Transient,0,2,0,1,53,120.0
CN,18,1,241,0,Transient,1,2,0,1,44,50.05
GBR,33,1,241,0,Transient,1,3,0,1,8,66.06
PRT,7,1,240,0,Transient,2,5,0,1,33,214.71
CHE,128,2,177,0,Transient,0,3,0,1,20,64.8
PRT,4,1,240,0,Transient,1,0,0,1,3,48.0
FRA,239,0,248,0,Transient-Party,1,1,0,1,38,80.0
CHN,80,1,242,0,Transient-Party,1,1,0,8,5,63.65
GBR,236,0,315,1,Transient-Party,0,3,0,1,20,54.0
LKA,20,2,9,0,Transient,2,1,0,1,7,93.0
PRT,1,0,40,0,Transient,0,2,2,1,44,65.0
PRT,11,2,None / Unknown,0,Transient,0,2,0,1,50,0.0
PRT,136,0,1,0,Transient,1,2,0,1,29,0.0
DEU,92,0,14,0,Transient,3,8,1,1,43,187.09
PRT,5,0,None / Unknown,0,Transient,1,0,0,2,38,110.0
ESP,22,0,6,0,Transient,1,2,0,1,49,26.0
GBR,47,0,177,0,Transient,2,5,0,1,43,81.0
PRT,1,0,None / Unknown,0,Transient,0,1,1,1,10,101.0
PRT,76,1,None / Unknown,1,Transient,0,3,0,1,53,204.33
GBR,43,0,9,0,Transient,2,0,0,1,16,120.0
FRA,6,1,9,0,Transient,2,2,0,1,33,180.0
CN,28,0,9,0,Transient,2,2,0,1,28,132.05
ITA,6,0,None / Unknown,0,Transient,0,1,0,2,18,95.0
PRT,2,1,250,0,Transient,0,1,0,1,22,125.0
PRT,7,1,None / Unknown,0,Transient,0,2,0,1,39,119.0
FRA,17,0,7,0,Transient,0,4,0,1,41,97.02
PRT,1,1,139,1,Transient,0,1,0,1,4,35.0
PRT,93,0,240,0,Transient-Party,0,2,6,1,24,166.0
DEU,195,0,75,0,Contract,2,5,0,1,35,132.8
GBR,153,1,22,0,Transient,2,2,0,2,43,72.25
IRL,10,2,240,0,Transient-Party,1,3,0,1,45,60.0
PRT,180,0,251,0,Transient,0,1,0,1,23,80.0
PRT,8,1,None / Unknown,1,Transient,0,1,0,1,22,67.0
PRT,235,2,9,1,Transient-Party,1,1,0,1,32,105.3
FRA,122,1,9,0,Transient,1,2,3,1,29,106.0
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,7,0.0
ESP,4,1,9,0,Transient,2,2,3,1,47,87.63
CHE,119,1,14,0,Transient,0,3,1,1,53,202.33
ITA,31,0,9,0,Transient,0,2,2,1,14,159.0
GBR,14,0,9,0,Transient,1,0,0,1,23,94.35
IRL,72,2,9,0,Transient,2,2,0,1,26,120.0
BEL,8,0,None / Unknown,0,Transient,0,4,0,1,15,148.0
PRT,138,1,240,0,Transient,2,1,0,1,52,39.93
ESP,4,0,28,0,Transient,0,1,0,1,22,94.0
GBR,1,1,9,0,Transient,0,1,0,1,26,97.0
FRA,165,2,14,0,Transient,1,3,0,1,20,185.0
GBR,57,0,423,0,Transient,2,3,0,1,25,103.32
USA,131,1,9,0,Transient,0,3,0,2,23,144.0
BRA,12,1,9,0,Transient,1,1,0,2,22,140.0
MAR,25,0,None / Unknown,0,Transient-Party,0,1,0,1,26,100.0
USA,1,0,None / Unknown,0,Transient,1,0,0,2,32,160.0
ESP,2,0,240,0,Transient,1,5,1,1,29,209.5
AGO,3,1,240,1,Transient,1,1,0,1,27,214.0
FRA,116,0,9,0,Transient,1,2,0,1,12,97.2
CHN,1,0,9,0,Transient-Party,0,3,0,1,7,91.33
TUR,6,0,14,1,Transient,0,2,0,1,15,176.0
PRT,95,1,241,0,Transient,2,5,0,1,23,136.0
Missing,1,0,None / Unknown,1,Transient,0,1,0,1,5,45.0
PRT,20,0,15,0,Transient,1,5,0,1,42,98.4
ESP,14,0,9,0,Transient,0,1,0,1,24,109.0
GBR,20,0,83,0,Transient,2,2,0,1,39,101.2
DEU,67,1,240,0,Transient,2,0,0,1,11,86.0
MEX,17,1,9,0,Transient,1,5,0,1,5,89.3
CHE,46,1,7,0,Transient,1,3,0,1,37,186.77
NOR,116,2,14,0,Transient,1,3,0,1,33,223.55
PRT,1,0,None / Unknown,0,Transient,1,0,0,1,30,65.0
BRA,5,1,None / Unknown,0,Transient,6,13,0,1,41,95.0
FRA,54,0,9,0,Transient,2,2,0,1,15,200.7
BRA,151,1,7,1,Transient,2,4,0,1,26,143.41
CN,27,0,240,1,Transient,2,0,0,1,14,82.0
PRT,1,0,240,1,Transient,2,2,0,1,42,57.83
FRA,142,1,9,0,Transient,2,3,0,1,27,126.65
FRA,108,0,9,0,Transient,2,5,0,1,14,74.89
PRT,322,0,21,0,Transient-Party,0,1,0,6,18,75.0
PRT,18,1,9,0,Transient,0,2,0,1,26,160.0
PRT,1,0,250,0,Transient,0,1,0,1,37,160.0
GBR,70,0,9,0,Transient,2,1,0,1,33,160.0
PRT,2,0,344,0,Transient-Party,0,1,0,3,42,109.65
PRT,165,0,28,0,Transient,1,2,0,2,18,89.1
PRT,1,2,None / Unknown,0,Transient,0,1,2,1,35,0.0
USA,7,1,9,1,Transient,0,1,0,1,32,240.0
PRT,74,1,240,0,Transient,2,5,0,1,13,113.29
CHN,1,1,9,0,Transient,0,2,0,1,38,164.5
ESP,68,0,9,0,Transient,0,2,0,1,48,86.4
PRT,96,0,13,0,Transient,1,0,0,1,29,63.75
GBR,74,1,9,0,Transient,2,1,0,1,7,102.6
FRA,198,1,7,0,Transient,2,2,0,1,32,62.18
PRT,39,0,9,0,Transient,0,1,0,1,11,71.1
BEL,340,0,9,0,Transient,1,5,0,1,28,99.9
IRL,26,0,240,0,Transient,2,3,0,1,6,48.0
PRT,2,1,240,0,Group,0,1,0,1,10,95.0
TUR,21,1,9,0,Transient,1,1,0,1,20,150.0
PRT,1,0,339,0,Transient,1,2,1,1,23,89.2
NLD,272,2,9,0,Transient-Party,1,1,0,2,31,89.1
FRA,179,0,14,0,Transient,1,2,0,3,18,99.0
PRT,28,2,9,0,Transient,1,0,0,1,23,157.0
PRT,117,0,243,0,Contract,2,5,0,1,21,46.75
LVA,43,2,240,0,Transient,0,4,0,1,46,46.8
POL,268,0,240,0,Transient-Party,0,4,0,1,26,112.22
FRA,25,1,8,0,Transient,2,1,0,1,26,161.18
PRT,4,0,9,0,Transient,1,0,0,1,41,140.0
FRA,153,2,9,0,Transient,0,4,0,1,8,119.0
ESP,34,2,9,0,Transient,2,4,0,1,36,100.35
SWE,32,1,9,0,Transient,2,2,1,1,32,152.1
AGO,1,1,9,0,Transient,0,1,0,1,45,140.0
PRT,36,1,241,0,Transient,2,9,0,1,6,44.43
ESP,9,1,177,0,Transient,0,2,1,1,7,36.25
SWE,30,1,7,0,Transient,1,3,0,1,46,137.83
ESP,19,0,6,0,Transient,2,1,0,1,49,26.0
GBR,169,0,None / Unknown,0,Transient-Party,1,3,3,1,14,66.0
PRT,130,1,9,0,Transient-Party,2,1,0,1,31,85.5
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,38,58.0
FRA,131,1,9,0,Transient,2,1,1,1,20,94.5
BEL,83,0,240,0,Transient,1,0,0,1,37,154.0
PRT,44,0,None / Unknown,0,Transient-Party,1,0,1,1,1,65.0
SWE,143,0,9,0,Transient-Party,2,3,0,1,23,99.79
ESP,65,0,240,0,Transient,0,2,0,1,36,186.0
NLD,127,0,9,1,Transient,1,0,0,1,34,139.5
PRT,43,2,9,0,Transient,1,3,0,1,1,74.8
DEU,80,0,132,0,Transient-Party,1,2,0,2,40,0.0
CHE,9,0,None / Unknown,0,Transient,0,2,1,1,5,80.0
CHN,1,0,None / Unknown,0,Transient,1,0,0,1,6,60.0
FRA,1,0,None / Unknown,0,Transient,0,2,1,1,12,45.0
PRT,451,0,229,0,Transient-Party,0,3,0,1,28,0.0
PRT,21,1,240,0,Transient,2,1,1,1,26,120.0
PRT,171,0,156,0,Transient,2,5,0,1,28,75.6
ITA,172,3,240,1,Transient-Party,2,5,0,1,40,92.14
CN,163,1,96,0,Transient,2,2,0,2,32,100.8
PRT,23,1,5,0,Transient,2,4,0,1,31,131.2
FRA,212,1,155,0,Transient,2,1,0,1,17,138.33
PRT,3,0,None / Unknown,0,Transient,5,10,0,1,20,110.0
PRT,122,0,181,0,Transient-Party,2,5,0,1,33,230.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,14,48.0
GBR,175,2,240,0,Transient,1,2,0,1,26,110.0
ZAF,1,0,9,0,Transient,1,0,0,1,5,90.0
FRA,97,1,9,0,Transient,2,1,0,2,45,79.8
BRA,1,0,9,0,Transient,1,3,0,1,2,82.99
PRT,51,0,314,0,Transient,2,1,0,1,22,96.21
FRA,114,1,9,0,Transient,2,5,0,1,18,106.74
PRT,155,0,9,0,Transient,3,5,0,1,35,95.2
PRT,12,0,None / Unknown,0,Transient-Party,0,1,0,2,48,65.0
ESP,52,2,240,0,Transient,2,3,0,1,46,39.4
PRT,176,1,14,0,Transient-Party,0,1,2,1,27,86.63
GBR,173,1,240,0,Transient,2,5,0,2,41,84.29
BEL,68,2,9,0,Transient,2,5,0,1,37,96.17
GBR,87,1,7,0,Transient,1,2,0,1,11,51.97
NLD,73,1,242,1,Transient,2,5,0,1,11,85.0
ITA,124,0,17,0,Transient-Party,2,1,0,7,32,94.5
PRT,3,0,None / Unknown,1,Transient,0,1,0,1,22,75.0
GBR,53,1,115,0,Transient,2,7,0,1,9,26.1
DEU,247,1,9,0,Transient,0,3,0,2,21,138.6
HUN,169,0,9,0,Transient,1,0,3,1,27,98.1
PRT,2,0,None / Unknown,0,Transient-Party,2,0,2,1,31,65.0
CN,8,1,240,1,Transient,0,2,0,1,2,54.0
GBR,241,0,273,0,Transient-Party,2,5,0,5,12,41.6
PRT,6,2,14,0,Transient,0,3,0,1,34,75.0
IRL,23,0,171,0,Transient,2,3,0,1,35,110.58
PRT,18,2,9,0,Contract,2,5,0,1,35,98.57
ESP,129,0,9,0,Transient,1,4,0,1,31,131.75
GBR,89,0,314,0,Transient,2,5,0,1,52,30.24
FRA,1,0,20,0,Transient,2,2,1,1,21,99.0
NLD,150,0,8,0,Transient,2,5,0,1,8,22.5
GRC,41,0,None / Unknown,0,Transient-Party,0,1,0,1,17,110.0
PRT,18,2,7,0,Transient,0,1,0,1,31,241.48
FRA,81,1,14,0,Transient,1,1,0,2,6,77.0
IRL,118,0,96,0,Transient-Party,2,5,0,2,19,44.0
PRT,4,1,None / Unknown,0,Transient,0,1,0,1,22,95.0
PRT,33,1,242,0,Transient,2,5,0,1,30,168.3
BGR,9,1,9,0,Transient,0,1,0,1,22,140.0
PRT,80,1,6,0,Transient,2,3,0,1,33,183.45
PRT,57,0,305,0,Transient,0,2,0,3,29,107.0
SWE,48,0,9,0,Transient,0,2,0,1,31,135.9
PRT,3,1,None / Unknown,1,Transient,0,1,2,1,9,40.0
PRT,77,1,9,0,Contract,2,3,0,1,52,108.72
PRT,14,0,None / Unknown,0,Transient,0,2,0,1,41,80.4
RUS,166,0,240,0,Transient,3,6,0,1,25,228.0
PRT,1,1,9,0,Transient,0,1,0,1,12,109.0
BRA,210,1,7,0,Transient,1,0,0,1,41,83.85
ARG,99,0,None / Unknown,0,Transient-Party,0,1,0,1,8,81.0
FRA,16,0,9,0,Transient,0,1,1,1,16,142.0
AUT,1,0,None / Unknown,0,Transient,0,1,0,1,4,45.0
PRT,88,1,159,0,Transient,1,1,0,1,22,100.25
PRT,8,0,9,0,Transient,1,1,0,1,23,146.0
PRT,4,0,468,0,Transient-Party,0,1,0,3,49,38.4
ESP,80,0,52,0,Transient,2,2,0,1,13,100.1
PRT,86,1,3,0,Transient-Party,1,2,0,11,21,65.0
CHE,107,0,9,0,Transient,1,2,0,1,22,214.2
FRA,1,2,9,0,Transient,0,1,0,1,26,129.0
FRA,43,1,9,0,Transient,1,3,0,1,50,88.4
ESP,48,0,281,0,Transient-Party,0,2,0,7,38,130.0
ITA,251,3,240,0,Transient,0,5,0,1,38,89.4
PRT,1,0,None / Unknown,0,Transient,0,1,2,1,1,124.0
ESP,22,1,240,0,Transient,0,4,0,1,31,226.0
ESP,294,2,240,0,Transient,2,1,1,1,34,190.88
PRT,1,0,47,0,Transient,0,1,1,1,51,30.0
DEU,109,0,14,0,Transient,2,1,1,2,7,79.2
